,Adj Close,Adj Close,Adj Close,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
,BNB-USD,BTC-USD,ETH-USD,BNB-USD,BTC-USD,ETH-USD,BNB-USD,BTC-USD,ETH-USD,BNB-USD,BTC-USD,ETH-USD,BNB-USD,BTC-USD,ETH-USD,BNB-USD,BTC-USD,ETH-USD
2021-03-02 19:00:00+00:00,231.4680938720703,47652.05078125,1492.16259765625,231.4680938720703,47652.05078125,1492.16259765625,234.235107421875,47853.75,1500.0106201171875,228.6416473388672,47387.828125,1475.3896484375,232.75331115722656,47783.375,1497.91162109375,0.0,0.0,0.0
2021-03-02 20:00:00+00:00,232.8600311279297,47531.78125,1470.5965576171875,232.8600311279297,47531.78125,1470.5965576171875,232.8600311279297,47638.2109375,1490.61376953125,229.1729736328125,47228.84375,1462.447265625,230.32579040527344,47533.23046875,1490.61376953125,132067328.0,0.0,96673792.0
2021-03-02 21:00:00+00:00,233.10763549804688,47530.13671875,1470.3388671875,233.10763549804688,47530.13671875,1470.3388671875,235.63134765625,47844.26171875,1477.6961669921875,231.94285583496094,47462.11328125,1461.325439453125,232.8624267578125,47567.45703125,1470.491943359375,137035776.0,631107584.0,482402304.0
2021-03-02 22:00:00+00:00,236.9830322265625,47849.4375,1484.919189453125,236.9830322265625,47849.4375,1484.919189453125,237.0461883544922,47980.5703125,1485.6385498046875,232.64878845214844,47505.01171875,1467.11865234375,233.09707641601562,47514.3125,1470.1175537109375,132039680.0,0.0,53731328.0
2021-03-02 23:00:00+00:00,239.5528564453125,48378.59765625,1492.5537109375,239.5528564453125,48378.59765625,1492.5537109375,240.4705047607422,48465.51953125,1493.7327880859375,236.6904296875,47883.4453125,1482.30859375,237.02304077148438,47883.4453125,1484.486572265625,107156992.0,1570902016.0,299565056.0
2021-03-03 00:00:00+00:00,239.82635498046875,48578.8203125,1502.7054443359375,239.82635498046875,48578.8203125,1502.7054443359375,241.83786010742188,48756.78125,1506.2008056640625,236.90875244140625,48274.3203125,1481.90576171875,239.68898010253906,48415.81640625,1491.451171875,0.0,0.0,0.0
2021-03-03 01:00:00+00:00,240.67515563964844,48866.484375,1520.269775390625,240.67515563964844,48866.484375,1520.269775390625,242.3988037109375,48881.1015625,1520.269775390625,239.60047912597656,48588.24609375,1502.2867431640625,239.83612060546875,48588.24609375,1502.9483642578125,90249216.0,0.0,0.0
2021-03-03 02:00:00+00:00,239.77044677734375,48694.97265625,1521.38232421875,239.77044677734375,48694.97265625,1521.38232421875,242.0950927734375,48980.3828125,1525.718505859375,239.36289978027344,48672.16015625,1516.906982421875,240.81838989257812,48878.35546875,1521.02197265625,45405696.0,791769088.0,0.0
2021-03-03 03:00:00+00:00,238.40829467773438,48757.515625,1523.1854248046875,238.40829467773438,48757.515625,1523.1854248046875,240.2191619873047,48844.98046875,1525.436279296875,237.4049072265625,48600.6640625,1517.0916748046875,239.74087524414062,48695.5078125,1521.1749267578125,0.0,0.0,0.0
